Model;Idx;Metrics
D3;2;[('Precision', 0.139966878043432), ('Recall', 0.2971076462392614), ('F-measure', 0.18843751162929057), ('Average_Overlap_Ratio', 0.7752695798644733), ('Precision_no_offset', 0.3176765755350001), ('Recall_no_offset', 0.6882914041750829), ('F-measure_no_offset', 0.4305366690021062), ('Average_Overlap_Ratio_no_offset', 0.5205366170062732), ('Onset_Precision', 0.40239422995966917), ('Onset_Recall', 0.8758556613256722), ('Onset_F-measure', 0.5460775166543098), ('Offset_Precision', 0.3880630411839615), ('Offset_Recall', 0.8514027301792574), ('Offset_F-measure', 0.5277557564263312)]
D3;3;[('Precision', 0.12987487161960903), ('Recall', 0.2937274208890844), ('F-measure', 0.17811169103855928), ('Average_Overlap_Ratio', 0.7746939421077819), ('Precision_no_offset', 0.3002128680566304), ('Recall_no_offset', 0.6962742597637368), ('F-measure_no_offset', 0.4149955468306132), ('Average_Overlap_Ratio_no_offset', 0.5150926175513679), ('Onset_Precision', 0.37970005091248676), ('Onset_Recall', 0.8875471165940346), ('Onset_F-measure', 0.526018065544399), ('Offset_Precision', 0.3650089847822535), ('Offset_Recall', 0.8614143311272071), ('Offset_F-measure', 0.5069515185383227)]
D3;4;[('Precision', 0.1178477727407954), ('Recall', 0.2742445658532724), ('F-measure', 0.16315200310026493), ('Average_Overlap_Ratio', 0.7770239874047905), ('Precision_no_offset', 0.28923797864061795), ('Recall_no_offset', 0.685838672298417), ('F-measure_no_offset', 0.40287355087887006), ('Average_Overlap_Ratio_no_offset', 0.510716682788361), ('Onset_Precision', 0.37242234324466933), ('Onset_Recall', 0.8889667574088125), ('Onset_F-measure', 0.5197098812246256), ('Offset_Precision', 0.35739763592364215), ('Offset_Recall', 0.8606991355583512), ('Offset_F-measure', 0.49992392796232166)]
C2;0;[('Precision', 0.08673411150364617), ('Recall', 0.24641848087587012), ('F-measure', 0.12716759009095818), ('Average_Overlap_Ratio', 0.7712121211269061), ('Precision_no_offset', 0.23574068403043796), ('Recall_no_offset', 0.6773268244241621), ('F-measure_no_offset', 0.34686445332915034), ('Average_Overlap_Ratio_no_offset', 0.47956136833639723), ('Onset_Precision', 0.31694778922292755), ('Onset_Recall', 0.912701890054364), ('Onset_F-measure', 0.4666120331724169), ('Offset_Precision', 0.3094182912018626), ('Offset_Recall', 0.8950597284860019), ('Offset_F-measure', 0.4560171109531692)]
C2;1;[('Precision', 0.09975996666459772), ('Recall', 0.2585148788576616), ('F-measure', 0.14259233081231754), ('Average_Overlap_Ratio', 0.7734315882752762), ('Precision_no_offset', 0.2622237447405266), ('Recall_no_offset', 0.6902567917148731), ('F-measure_no_offset', 0.3766244478664146), ('Average_Overlap_Ratio_no_offset', 0.4826328835119215), ('Onset_Precision', 0.3464954823526509), ('Onset_Recall', 0.9152533499224246), ('Onset_F-measure', 0.49810533985159977), ('Offset_Precision', 0.33422623867882717), ('Offset_Recall', 0.8884534506758137), ('Offset_F-measure', 0.4812129773771438)]
C2;2;[('Precision', 0.1016366395832396), ('Recall', 0.2620205717305989), ('F-measure', 0.14508584681996525), ('Average_Overlap_Ratio', 0.7709084960645399), ('Precision_no_offset', 0.25933106703265246), ('Recall_no_offset', 0.681765277115853), ('F-measure_no_offset', 0.3723088056703318), ('Average_Overlap_Ratio_no_offset', 0.49404879607015945), ('Onset_Precision', 0.34282448199155285), ('Onset_Recall', 0.9044728891575676), ('Onset_F-measure', 0.49257596678385446), ('Offset_Precision', 0.33281801496558955), ('Offset_Recall', 0.8839997215356102), ('Offset_F-measure', 0.47895455727973263)]
C2;3;[('Precision', 0.10491363083534484), ('Recall', 0.2502171239247687), ('F-measure', 0.14607292903638208), ('Average_Overlap_Ratio', 0.7754959224395196), ('Precision_no_offset', 0.27712712255621974), ('Recall_no_offset', 0.6709434325832011), ('F-measure_no_offset', 0.387720516284211), ('Average_Overlap_Ratio_no_offset', 0.5041419728285869), ('Onset_Precision', 0.3652639995830066), ('Onset_Recall', 0.8884810571950694), ('Onset_F-measure', 0.5116884158965525), ('Offset_Precision', 0.35264778137700503), ('Offset_Recall', 0.867199807749983), ('Offset_F-measure', 0.4954117309702178)]
C2;4;[('Precision', 0.11899960514289434), ('Recall', 0.27136155229664205), ('F-measure', 0.16340971481043093), ('Average_Overlap_Ratio', 0.7727968472194819), ('Precision_no_offset', 0.2942552416654962), ('Recall_no_offset', 0.6906064483697432), ('F-measure_no_offset', 0.40786607613199233), ('Average_Overlap_Ratio_no_offset', 0.5074514575838986), ('Onset_Precision', 0.37889831231881066), ('Onset_Recall', 0.8961490777004978), ('Onset_F-measure', 0.5263850882974205), ('Offset_Precision', 0.3648340273337355), ('Offset_Recall', 0.8703045150005116), ('Offset_F-measure', 0.5080023653945118)]
C3;0;[('Precision', 0.1117805123049946), ('Recall', 0.267230089515303), ('F-measure', 0.15558854441368808), ('Average_Overlap_Ratio', 0.7761003084885297), ('Precision_no_offset', 0.27684446205343266), ('Recall_no_offset', 0.6812539655039879), ('F-measure_no_offset', 0.38889245122949717), ('Average_Overlap_Ratio_no_offset', 0.5101781158057712), ('Onset_Precision', 0.36202982651781107), ('Onset_Recall', 0.8980684774831436), ('Onset_F-measure', 0.509760344875472), ('Offset_Precision', 0.34914470488501553), ('Offset_Recall', 0.8751510718970572), ('Offset_F-measure', 0.4929301738162458)]
C3;1;[('Precision', 0.11046901677345093), ('Recall', 0.25706549690272273), ('F-measure', 0.15288976742757443), ('Average_Overlap_Ratio', 0.7735316292810691), ('Precision_no_offset', 0.2851152902969274), ('Recall_no_offset', 0.6737145617841434), ('F-measure_no_offset', 0.39648474355829666), ('Average_Overlap_Ratio_no_offset', 0.506381530243462), ('Onset_Precision', 0.3728497350208355), ('Onset_Recall', 0.8838468051642888), ('Onset_F-measure', 0.5189035952937155), ('Offset_Precision', 0.36213320850396313), ('Offset_Recall', 0.8663494826307214), ('Offset_F-measure', 0.5051697392406104)]
C3;2;[('Precision', 0.09898756814993263), ('Recall', 0.25771400899110547), ('F-measure', 0.14147596633320764), ('Average_Overlap_Ratio', 0.7702414489831007), ('Precision_no_offset', 0.2528946824071569), ('Recall_no_offset', 0.6741452671114919), ('F-measure_no_offset', 0.3640196567425392), ('Average_Overlap_Ratio_no_offset', 0.49695022505973374), ('Onset_Precision', 0.33686978297935966), ('Onset_Recall', 0.9047072476017439), ('Onset_F-measure', 0.4858850382193081), ('Offset_Precision', 0.3277734944641628), ('Offset_Recall', 0.8880853504584498), ('Offset_F-measure', 0.47378408133865935)]
C3;3;[('Precision', 0.1136984789302707), ('Recall', 0.2660114639195981), ('F-measure', 0.15767755239017556), ('Average_Overlap_Ratio', 0.7774337293384518), ('Precision_no_offset', 0.2814381276465181), ('Recall_no_offset', 0.6703256526921494), ('F-measure_no_offset', 0.3924445901273701), ('Average_Overlap_Ratio_no_offset', 0.516255867991251), ('Onset_Precision', 0.37146300923264636), ('Onset_Recall', 0.8865208423245308), ('Onset_F-measure', 0.5182703370833963), ('Offset_Precision', 0.36136669109657765), ('Offset_Recall', 0.8698751046977912), ('Offset_F-measure', 0.5052984522249264)]
C3;4;[('Precision', 0.1081089434038471), ('Recall', 0.2654470684199642), ('F-measure', 0.15180591630027163), ('Average_Overlap_Ratio', 0.7757089974068582), ('Precision_no_offset', 0.27412811387495606), ('Recall_no_offset', 0.6882698900422862), ('F-measure_no_offset', 0.38761240726927276), ('Average_Overlap_Ratio_no_offset', 0.5054265819373034), ('Onset_Precision', 0.35645243410468147), ('Onset_Recall', 0.9008391756442798), ('Onset_F-measure', 0.5048823637866339), ('Offset_Precision', 0.34527490301321756), ('Offset_Recall', 0.8799708398229797), ('Offset_F-measure', 0.4900978967501878)]
C4;0;[('Precision', 0.10495789763283897), ('Recall', 0.2677652977671288), ('F-measure', 0.14923292012313144), ('Average_Overlap_Ratio', 0.7717860735284303), ('Precision_no_offset', 0.2619677188610111), ('Recall_no_offset', 0.6850543968769661), ('F-measure_no_offset', 0.375193008006894), ('Average_Overlap_Ratio_no_offset', 0.4964170579844225), ('Onset_Precision', 0.3437400532709322), ('Onset_Recall', 0.9042245615495799), ('Onset_F-measure', 0.49304856189546187), ('Offset_Precision', 0.3352356259043597), ('Offset_Recall', 0.8892875558712213), ('Offset_F-measure', 0.48182952685551433)]
C4;1;[('Precision', 0.10167212577310171), ('Recall', 0.2718820030920533), ('F-measure', 0.14631326351996254), ('Average_Overlap_Ratio', 0.7713118259476872), ('Precision_no_offset', 0.24665059723307808), ('Recall_no_offset', 0.6801855369683741), ('F-measure_no_offset', 0.3580868903044559), ('Average_Overlap_Ratio_no_offset', 0.5000470057238077), ('Onset_Precision', 0.3286142930229789), ('Onset_Recall', 0.9148613122483673), ('Onset_F-measure', 0.47827488492150033), ('Offset_Precision', 0.3202756358340196), ('Offset_Recall', 0.897427098256465), ('Offset_F-measure', 0.4668482747325171)]
C4;2;[('Precision', 0.10630230623423428), ('Recall', 0.26949896322960976), ('F-measure', 0.1507434708174991), ('Average_Overlap_Ratio', 0.7705783999041881), ('Precision_no_offset', 0.2638051358292973), ('Recall_no_offset', 0.6846673810668824), ('F-measure_no_offset', 0.3767183553633779), ('Average_Overlap_Ratio_no_offset', 0.49251983622284173), ('Onset_Precision', 0.34696657114926016), ('Onset_Recall', 0.9048517019194892), ('Onset_F-measure', 0.4960686732773706), ('Offset_Precision', 0.3372893693078477), ('Offset_Recall', 0.885768460247236), ('Offset_F-measure', 0.4830758666644501)]
C4;3;[('Precision', 0.09432540789479943), ('Recall', 0.2582768057800728), ('F-measure', 0.1366796598577726), ('Average_Overlap_Ratio', 0.7726469684278728), ('Precision_no_offset', 0.24597532797891894), ('Recall_no_offset', 0.690277701479561), ('F-measure_no_offset', 0.3590543032789783), ('Average_Overlap_Ratio_no_offset', 0.4850086870548551), ('Onset_Precision', 0.3265842293622673), ('Onset_Recall', 0.9223114147897667), ('Onset_F-measure', 0.4775264840545367), ('Offset_Precision', 0.31622843922352717), ('Offset_Recall', 0.8991619048450608), ('Offset_F-measure', 0.4631460997765228)]
C4;4;[('Precision', 0.09627588622463232), ('Recall', 0.2535051278027015), ('F-measure', 0.13788577485432407), ('Average_Overlap_Ratio', 0.768407889311447), ('Precision_no_offset', 0.25042964713999927), ('Recall_no_offset', 0.6799413331767696), ('F-measure_no_offset', 0.3619375686819656), ('Average_Overlap_Ratio_no_offset', 0.4866946711838512), ('Onset_Precision', 0.3324514402104047), ('Onset_Recall', 0.9106343778162315), ('Onset_F-measure', 0.4816206873464138), ('Offset_Precision', 0.32221560591176085), ('Offset_Recall', 0.8889639239613862), ('Offset_F-measure', 0.46765663404834296)]
